hotspot_name,hotspot_type,violations,avg_severity,avg_vehicle_impact,recurrence_days,latitude,longitude
2ND MAIN ROAD MAGADHA BENGALURU KARNATAKA PIN560016 INDIA,ROAD_SEGMENT,3,1.0,3.0,2,12.9942692,77.66297163333333
2ND MAIN ROAD MALLESHWAR LAYOUT LAGGERE BENGALURU KARNATAKA PIN560058 INDIA,ROAD_SEGMENT,5,1.0,2.2,4,13.00872914,77.52640032
2ND MAIN ROAD MANASA LAYOUT NAGARBHAVI BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,2,5.0,3.0,1,12.9582938,77.51781869999999
2ND MAIN ROAD MANIPAL HOSPITAL JUNCTION KODIHALLI BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,3,1.0,1.3333333333333333,1,12.9608641,77.6493971
2ND MAIN ROAD MANJUNATHANAGARA NEW EXTENSION BAGALAGUNTE BENGALURU KARNATAKA PIN560073 INDIA,ROAD_SEGMENT,1,2.0,5.0,1,13.0516997,77.4938874
2ND MAIN ROAD MARGOSA 18TH CROSS JUNCTION MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,2,2.5,3.0,2,13.0052322,77.57861745
2ND MAIN ROAD MARKET CIRCLE NEW THIPPASANDRA BENGALURU KARNATAKA PIN560075 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,12.97150125,77.6486227
2ND MAIN ROAD MARUTI EXTENSION VYALIKAVAL MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,2,2.5,2.0,2,13.00181495,77.57847430000001
2ND MAIN ROAD MICO LAYOUT BTM LAYOUT STAGE 2 BENGALURU KARNATAKA PIN560076 INDIA,ROAD_SEGMENT,6,1.0,1.3333333333333333,4,12.913464733333333,77.60421655
2ND MAIN ROAD MS RAMAIAH SILICON FIELD APARTMENT AECS LAYOUT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9624387,77.7157745
2ND MAIN ROAD MS REDDY NAGAR MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,7,1.5714285714285714,2.4285714285714284,6,12.956935557142858,77.70286011428571
2ND MAIN ROAD MUNIREDDYPALYA JC NAGAR BENGALURU KARNATAKA PIN560006 INDIA,ROAD_SEGMENT,3,2.0,3.3333333333333335,1,13.008090600000001,77.59261073333333
2ND MAIN ROAD MUNIVENKATAPPA LAYOUT NAGAVARA BENGALURU KARNATAKA PIN560045 INDIA,ROAD_SEGMENT,1,1.0,2.0,1,13.0413233,77.62222
2ND MAIN ROAD NADA PRABHU KEMPEGOWDA CIRCLE MATHIKERE BENGALURU KARNATAKA PIN560054 INDIA,ROAD_SEGMENT,1,5.0,1.0,1,13.034891,77.5578163
2ND MAIN ROAD NATARAJA LAYOUT RBI LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560078 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.8920283,77.5812074
2ND MAIN ROAD NEW BINNAMANGLA INDIRANAGAR BENGALURU KARNATAKA PIN560038 INDIA,ROAD_SEGMENT,5,3.6,2.2,4,12.982393859999998,77.63968136
2ND MAIN ROAD NEW BINNY LAYOUT BINNYPETE BENGALURU KARNATAKA PIN560023 INDIA,ROAD_SEGMENT,2,1.5,2.5,2,12.968601499999998,77.55946234999999
2ND MAIN ROAD NIRANTHARA LAYOUT DWARKA NAGAR KATTIGENAHALLI BENGALURU KARNATAKA PIN560063 INDIA,ROAD_SEGMENT,1,5.0,1.0,1,13.1224045,77.6311254
2ND MAIN ROAD NITESH CAESARS PALACE BCMC LAYOUT RAGHUVANAHALLI BENGALURU KARNATAKA PIN560062 INDIA,ROAD_SEGMENT,9,2.0,3.0,2,12.87705921111111,77.54543377777777
2ND MAIN ROAD NITESH CENTRAL PARK VINAYAK NAGAR KATTIGENAHALLI BENGALURU KARNATAKA PIN560063 INDIA,ROAD_SEGMENT,2,2.0,2.0,2,13.12141225,77.61412055
2ND MAIN ROAD NRUPATHUNGA EXTENSION RT NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,2,2.0,1.0,1,13.0192079,77.5923466
2ND MAIN ROAD OLD PRABHU LAYOUT KUDLU BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,7,2.0,4.0,1,12.887189946056921,77.65030418866073
2ND MAIN ROAD OLD THIPPASANDRA INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,3,5.0,2.3333333333333335,1,12.972067233333334,77.64712613333334
2ND MAIN ROAD PATEL SHAMANNA LAYOUT KAMMAGONDANAHALLI BENGALURU KARNATAKA PIN560015 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.0557217,77.5353233
2ND MAIN ROAD PF QUARTERS JALAHALLI VILLAGE JALAHALLI BENGALURU KARNATAKA PIN560013 INDIA,ROAD_SEGMENT,1,5.0,2.0,1,13.0468027,77.5424165
2ND MAIN ROAD PHOENIX MARKETCITY DYAVASANDRA INDUSTRIAL ESTATE PHASE 2 MAHADEVAPURA BENGALURU KARNATAKA PIN560048 INDIA,ROAD_SEGMENT,60,1.8833333333333333,2.2,21,12.995175441988671,77.69623365959727
2ND MAIN ROAD POLICE QUARTERS SINGAYYANAPALYA DYAVASANDRA INDUSTRIAL ESTATE PHASE 2 MAHADEVAPURA BENGALURU KARNATAKA PIN560048 INDIA,ROAD_SEGMENT,23,1.7391304347826086,2.0434782608695654,12,12.99645787826087,77.6934540478261
2ND MAIN ROAD PRAKASH PRIDE APARTMENT REDDY LAYOUT KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9425315,77.6988216
2ND MAIN ROAD PRAKRUTHI AROMA BEML LAYOUT STAGE 10 RAJARAJESHWARI NAGAR BENGALURU KARNATAKA PIN560098 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9095939,77.513464
2ND MAIN ROAD PRESTIGE TECHNOSTAR INDUSTRIAL AREA PHASE 1 DODDANEKUNDI BENGALURU KARNATAKA PIN560048 INDIA,ROAD_SEGMENT,83,1.9759036144578312,2.6144578313253013,17,12.972331077108436,77.71102253855422
2ND MAIN ROAD PRIDE GATEWAY PHASE 2 ELECTRONIC CITY BENGALURU KARNATAKA PIN560100 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.8427617,77.6745251
2ND MAIN ROAD PRIDE PICASSA STAGE 2 DOMLUR BENGALURU KARNATAKA PIN560071 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9657367,77.6372893
2ND MAIN ROAD RAINBOW DRIVE HALANAYAKANA HALLI BENGALURU KARNATAKA PIN560035 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9096272,77.688159
2ND MAIN ROAD RAJARAJESHWARI LAYOUT NAGADEVANAHALLI BENGALURU KARNATAKA PIN560056 INDIA,ROAD_SEGMENT,1,1.0,2.0,1,12.9393269,77.4930062
2ND MAIN ROAD RAMESH BABU CIRCLE VIJAYA NAGAR STAGE 2 BENGALURU KARNATAKA PIN560104 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9652384,77.5438774
2ND MAIN ROAD RASHTRAKAVI KUVEMPU CIRCLE AIRPORT AREA BENGALURU KARNATAKA PIN560017 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,12.9596609,77.66595565
2ND MAIN ROAD SAI RAM LAYOUT YELAHANKA BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,13.0978843,77.5667741
2ND MAIN ROAD SANGEETHA APARTMENT KADUMALLESHWARA MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9987985,77.5736764
2ND MAIN ROAD SANJAY NAGAR BENGALURU KARNATAKA PIN560094 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.036445,77.5749933
2ND MAIN ROAD SAROJ TULIP APARTMENT NAGARATHNAMMA LAYOUT KADUGODI BENGALURU KARNATAKA PIN560067 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.0056897,77.7567786
2ND MAIN ROAD SHREE MG SESHADRI CIRCLE SESHADRIPURAM BENGALURU KARNATAKA PIN560020 INDIA,ROAD_SEGMENT,77,1.103896103896104,1.2077922077922079,28,12.989568793506495,77.57347264675325
2ND MAIN ROAD SINGASANDRA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.8782329,77.6459693
2ND MAIN ROAD SINGASANDRA BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560114 INDIA,ROAD_SEGMENT,4,2.0,4.0,3,12.880698899999999,77.642737525
2ND MAIN ROAD SJR BROOKLYN APARTMENT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,38,3.789473684210526,2.8421052631578947,9,12.972085171052631,77.7115413868421
2ND MAIN ROAD SJR SPENCER ASHWATH NAGAR MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,12.95708,77.7030183
2ND MAIN ROAD SJR VERITY HARALUR BENGALURU KARNATAKA PIN560035 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.902553,77.6757764
2ND MAIN ROAD SKYLINE ATLANTIS APARTMENT PAI LAYOUT MAHADEVAPURA BENGALURU KARNATAKA PIN560016 INDIA,ROAD_SEGMENT,3,5.0,1.3333333333333333,3,12.995394633333333,77.66707223333333
2ND MAIN ROAD SOBHA MAYFLOWER APARTMENT BELLANDUR BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,10,2.0,1.0,2,12.92713504,77.66995359
2ND MAIN ROAD SRI KANAKADASA CIRCLE GANDHI NAGAR BENGALURU KARNATAKA PIN560009 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9783045,77.5810156
2ND MAIN ROAD ST BED LAYOUT EXTENSION BLOCK 4 KORAMANGALA BENGALURU KARNATAKA PIN560034 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9332233,77.6323617
2ND MAIN ROAD SUDHINDRA NAGAR MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,4,1.0,2.25,2,12.9989241,77.575268675
2ND MAIN ROAD THE COLONNADE KODIHALLI BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,7,1.0,2.2857142857142856,3,12.960889642857143,77.64932552857144
2ND MAIN ROAD TIPU SULTAN CHOWK DOMLUR BENGALURU KARNATAKA PIN560071 INDIA,ROAD_SEGMENT,1,1.0,2.0,1,12.9571669,77.6440048
2ND MAIN ROAD ULLAL JUNCTION JNANA BHARATHI BENGALURU KARNATAKA PIN560056 INDIA,ROAD_SEGMENT,2,1.0,3.0,2,12.952488200000001,77.49981065
2ND MAIN ROAD VAJPAYEE NAGAR GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,3,2.0,4.0,3,12.898920833333333,77.63421056666667
2ND MAIN ROAD VENKATACHALA LAYOUT PALANAHALLI BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,2,2.0,2.5,2,13.111682550000001,77.60463185
2ND MAIN ROAD VINAYAKA LAYOUT BATTARAHALLI KR PURAM BENGALURU KARNATAKA PIN560049 INDIA,ROAD_SEGMENT,2,1.0,2.5,1,13.016991699999998,77.70467665
2ND MAIN ROAD VINOBA NAGAR KADUGONDANAHALLI BENGALURU KARNATAKA PIN560045 INDIA,ROAD_SEGMENT,6,2.0,3.0,6,13.019715416666665,77.61885746666667
2ND MAIN ROAD VIVEKANANDA CIRCLE BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9071782,77.6278565
2ND MAIN ROAD VV PEARL ASHIRWAD COLONY HORAMAVU BENGALURU KARNATAKA PIN560043 INDIA,ROAD_SEGMENT,2,2.0,2.0,2,13.020566299999999,77.65685825
2ND MAIN ROAD VYALIKAVAL MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,1,5.0,3.0,1,13.004012,77.5783291
2ND MAIN ROAD YSM LAYOUT KR PURAM BENGALURU KARNATAKA PIN560036 INDIA,ROAD_SEGMENT,38,3.1052631578947367,2.6842105263157894,20,13.010419107894737,77.69745085789474
2ND SQUARE ROAD KARNATAKA POLICE QUARTERS VICTORIA LAYOUT BENGALURU KARNATAKA PIN560047 INDIA,ROAD_SEGMENT,3,2.0,3.0,1,12.960926200000001,77.6155038
2ND TEMPLE STREET KODANDARAMPURA MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,4,2.0,1.5,1,13.0039095,77.572183775
2ND TEMPLE STREET KRISHNA APARTMENT KADUMALLESHWARA MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.0037102,77.5717929
3 18TH CROSS ROAD SADASHIVANAGAR SADASHIVA NAGARA BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560001 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.0085456,77.5697391
301 18TH CROSS ROAD SADASHIVANAGAR SADASHIVA NAGARA BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560001 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.0085431,77.5701647
30TH CROSS ROAD BLOCK 5 STAGE 1 HBR LAYOUT BENGALURU KARNATAKA PIN560043 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.038129049218025,77.62595829
30TH CROSS ROAD SUBRAMANYAPURA BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560061 INDIA,ROAD_SEGMENT,1,5.0,1.0,1,12.906572277939109,77.53498177
30TH MAIN ROAD SRI MAREGOWDA CIRCLE GIDADAKONENAHALLI BENGALURU KARNATAKA PIN560091 INDIA,ROAD_SEGMENT,3,3.0,2.3333333333333335,3,12.9701095,77.49657076666666
31ST B CROSS ROAD ROSHAN COLONY BTB AREA JAYANAGAR BENGALURU KARNATAKA PIN560011 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9272271,77.5937571
32 OUTER RING ROAD IBLUR SHIVANASAMUDRA WARD BENGALURU EAST CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560103 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9213694,77.6668052
3290 12TH MAIN ROAD MOTAPPANAPALYA INDIRANAGAR JOGPALYA BENGALURU CENTRAL CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560008 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9696866,77.6366134
32ND CROSS ROAD TILAK NAGAR JAYANAGAR TILAK NAGARA BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560011 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.9270729,77.5937039
32ND E CROSS ROAD CORPORATION LAYOUT TILAK NAGAR JAYANAGAR BENGALURU KARNATAKA PIN560011 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9271062,77.5907131
33 15TH CROSS ROAD MALLESWARAM MALLESHWARAM BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560001 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.005565,77.5694817
34 15TH CROSS ROAD MALLESWARAM MALLESHWARAM BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560001 INDIA,ROAD_SEGMENT,2,2.0,1.0,1,13.005553200000001,77.56901355
34TH CROSS ROAD YARAB NAGAR BANASHANKARI STAGE 2 BENGALURU KARNATAKA PIN560070 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9186262,77.5664381
35TH MAIN ROAD JAI MARUTHI NAGAR NANDINI LAYOUT BENGALURU KARNATAKA PIN560096 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,13.00766,77.5305733
36 18TH CROSS ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,12.9118017,77.6380047
38 14TH MAIN ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.9115229,77.6380043
38TH CROSS ROAD BLOCK 4T EAST JAYANAGAR BENGALURU KARNATAKA PIN560041 INDIA,ROAD_SEGMENT,10,2.1,2.8,6,12.92174111,77.58585024
38TH CROSS ROAD MARENAHALLI JAYANAGAR 4T BLOCK PATTABHIRAMA NAGARA BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560041 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9216465,77.5864695
38TH CROSS ROAD SHRI SATYA SAI CIRCLE JAYANAGAR BENGALURU KARNATAKA PIN560041 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9217802,77.5853888
393 MANGAMMAPALAYA ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,1,2.0,5.0,1,12.9072193,77.6353821
3RD A CROSS ROAD AISHWARYA OPULENCE MARATHAHALLI VILLAGE MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,1,5.0,2.0,1,12.9532016,77.7003986
3RD A CROSS ROAD BLOCK 6 KORAMANGALA BENGALURU KARNATAKA PIN560095 INDIA,ROAD_SEGMENT,18,2.0,1.0,1,12.93812131111111,77.62134601111111
3RD A CROSS ROAD EAST COLONY YELAHANKA BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,89,1.1910112359550562,1.2921348314606742,23,13.099629630337079,77.58854045730337
3RD A CROSS ROAD MANAYATA RESIDENCY NAGAVARA BENGALURU KARNATAKA PIN560045 INDIA,ROAD_SEGMENT,2,1.0,3.0,2,13.0534872,77.6215161
3RD A CROSS ROAD NAGARBHAVI BDA SHOPPING COMPLEX BLOCK 3 NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,7,5.0,1.0,1,12.979291871428572,77.5116655
3RD A CROSS ROAD NAGASHETTY HALLI RMV STAGE 2 BENGALURU KARNATAKA PIN560094 INDIA,ROAD_SEGMENT,15,1.8666666666666667,2.1333333333333333,7,13.047700553333334,77.57661838
3RD A CROSS ROAD SECTOR A YELAHANKA NEW TOWN BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,4,1.0,2.25,3,13.098871925000001,77.586761025
3RD A CROSS ROAD SECTOR A YELAHANKA NEW TOWN YELAHANKA SATELLITE TOWN BENGALURU NORTH CITY CORPORATION BENGALURU YELAHANKA TALUKU BENGALURU URBAN KARNATAKA 560064 INDIA,ROAD_SEGMENT,3,1.0,2.3333333333333335,3,13.099702533333334,77.58866116666667
3RD A CROSS ROAD SECTOR B YELAHANKA NEW TOWN BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,5,1.0,1.0,1,13.098982520000002,77.58530256
3RD A MAIN ROAD IAH AND VB QUARTERS UAS CAMPUS HEBBAL BENGALURU KARNATAKA PIN560024 INDIA,ROAD_SEGMENT,6,1.1666666666666667,1.3333333333333333,2,13.038237633333333,77.58968318333334
3RD B MAIN ROAD KEMPAIAH ESTATE KAMAKSHIPALYA BENGALURU KARNATAKA PIN560079 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9858966,77.5261277
3RD C CROSS ROAD RAYAPURAM JJR NAGAR NORTH BENGALURU KARNATAKA PIN560018 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.965176,77.5553813
3RD CROSS ROAD ACR TOWERS SHANTHALA NAGAR BENGALURU KARNATAKA PIN560001 INDIA,ROAD_SEGMENT,20,1.0,1.65,10,12.972176815000001,77.60800153
3RD CROSS ROAD AJMERA VILLOWS DODDATHOGUR BENGALURU KARNATAKA PIN560100 INDIA,ROAD_SEGMENT,2,2.0,3.0,1,12.844475,77.648705
3RD CROSS ROAD AKSHAYA NAGAR NYANAPPANAHALLI DEVARACHIKANNAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,2,1.0,1.0,1,12.8765288,77.6148684
3RD CROSS ROAD ANAND NAGAR MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9620094,77.7013747
3RD CROSS ROAD ANNAPURNESHWARI INDUSTRIAL AREA MAGADI ROAD AREA BENGALURU KARNATAKA PIN560023 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9757077,77.5597929
3RD CROSS ROAD ARGE URBAN BLOOM YESHWANTHPUR SUBURB STAGE 2 YESHWANTHPUR BENGALURU KARNATAKA PIN560022 INDIA,ROAD_SEGMENT,6,2.0,3.5,4,13.0257555,77.53284323333334
3RD CROSS ROAD ASHOK NAGAR ASHOKANAGAR BENGALURU CENTRAL CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560025 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9720047,77.6079924
3RD CROSS ROAD ASHOKA STAMBH CIRCLE JAYANAGAR EAST BENGALURU KARNATAKA PIN560011 INDIA,ROAD_SEGMENT,18,2.111111111111111,2.8333333333333335,3,12.943686561111111,77.58584521111112
3RD CROSS ROAD ASHWATH NAGAR ARMANE NAGAR BENGALURU KARNATAKA PIN560094 INDIA,ROAD_SEGMENT,2,2.0,3.0,2,13.0255051,77.58095305
3RD CROSS ROAD ASHWATH NAGAR MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9580654,77.7016967
3RD CROSS ROAD BANGALORE CITY EMPLOYEES HOUSING SOCIAL WELFARE COOPERATIVE SOCIETY VIDYAGIRI LAYOUT CHANDRA LAYOUT STAGE 1 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,3,5.0,4.666666666666667,2,12.954418733333334,77.52010563333333
3RD CROSS ROAD BHASHYAM NAGAR SRIRAMPURAM BENGALURU KARNATAKA PIN560021 INDIA,ROAD_SEGMENT,4,2.75,2.0,3,12.99346185,77.568150575
3RD CROSS ROAD BHUVI COLONY KASAVANAHALLI BENGALURU KARNATAKA PIN560035 INDIA,ROAD_SEGMENT,3,2.0,1.6666666666666667,3,12.8994585,77.67542336666666
3RD CROSS ROAD BLOCK 11 MARILINGAPPA LAYOUT NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,3,3.0,3.0,3,12.971539433333334,77.5080244
3RD CROSS ROAD BLOCK 11 PAPAREDDYPALYA NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,1,2.0,5.0,1,12.9668163,77.5094669
3RD CROSS ROAD BLOCK 12 BDA LAYOUT NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,5,2.0,2.4,4,12.961577539999999,77.51175892
3RD CROSS ROAD BLOCK 2 ARMANE NAGAR BENGALURU KARNATAKA PIN560094 INDIA,ROAD_SEGMENT,5,1.8,3.0,4,13.027962059999998,77.57441544000001
3RD CROSS ROAD BLOCK 2 HRBR LAYOUT KALYAN NAGAR BENGALURU KARNATAKA PIN560043 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,13.0215149,77.6393362
3RD CROSS ROAD BLOCK 2 RT NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,13.0207417,77.593122
3RD CROSS ROAD BLOCK 6 PADARAYANAPURA BENGALURU KARNATAKA PIN560026 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.9643244,77.5525533
3RD CROSS ROAD BLOCK E AECS LAYOUT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9609739,77.7147763
3RD CROSS ROAD BLOCK G SAHAKARA NAGAR BENGALURU KARNATAKA PIN560092 INDIA,ROAD_SEGMENT,1,3.0,3.0,1,13.0628067,77.5922167
3RD CROSS ROAD BOVI COLONY SADDUGUNTEPALYA BENGALURU KARNATAKA PIN560029 INDIA,ROAD_SEGMENT,1,5.0,4.0,1,12.9289767,77.60935
3RD CROSS ROAD BRIGADE ROAD JUNCTION ASHOK NAGAR BENGALURU KARNATAKA PIN560025 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.9718593,77.6078198
3RD CROSS ROAD BRINDAVAN LAYOUT T DASARAHALLI BENGALURU KARNATAKA PIN560057 INDIA,ROAD_SEGMENT,2,1.5,3.0,2,13.0563533,77.50747705
3RD CROSS ROAD BYADARAHALLI BENSON TOWN BENGALURU KARNATAKA PIN560046 INDIA,ROAD_SEGMENT,2,2.0,3.0,1,12.998140750000001,77.60470635
3RD CROSS ROAD CHANNAKESHAVA NAGAR SINGASANDRA BENGALURU KARNATAKA PIN560100 INDIA,ROAD_SEGMENT,3,1.0,2.0,1,12.8706057,77.654652
3RD CROSS ROAD CMR GARDEN BLOCK 5 STAGE 1 HBR LAYOUT BENGALURU KARNATAKA PIN560043 INDIA,ROAD_SEGMENT,6,1.0,2.6666666666666665,1,13.0328736,77.6271457
3RD CROSS ROAD DEVASANDRA JUNCTION KR PURAM BENGALURU KARNATAKA PIN560036 INDIA,ROAD_SEGMENT,1,5.0,2.0,1,13.0094557,77.6964645
3RD CROSS ROAD DODDANEKUNDI CIRCLE MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,2,2.0,1.5,2,12.955627549999999,77.69202999999999
3RD CROSS ROAD DYNAMTIC CIRCLE T DASARAHALLI BENGALURU KARNATAKA PIN560057 INDIA,ROAD_SEGMENT,5,1.0,1.2,1,13.037153333333332,77.513552
3RD CROSS ROAD FLOWER GARDEN KR PURAM BENGALURU KARNATAKA PIN560036 INDIA,ROAD_SEGMENT,2,2.0,4.0,1,13.0077446,77.6972988
3RD CROSS ROAD GEETHANJALI LAYOUT HAL STAGE 3 NEW THIPPASANDRA BENGALURU KARNATAKA PIN560075 INDIA,ROAD_SEGMENT,7,4.428571428571429,2.857142857142857,1,12.974725414285714,77.65452994285715
3RD CROSS ROAD GENESIS ECO SPHERE NEELADRI NAGAR ELECTRONIC CITY BENGALURU KARNATAKA PIN560100 INDIA,ROAD_SEGMENT,4,1.25,2.25,4,12.840892425,77.65021432500001
3RD CROSS ROAD GOVERNMENT POLICE QUARTERS FRAZER TOWN BENGALURU KARNATAKA PIN560005 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,12.99945395,77.61809255
3RD CROSS ROAD GOVINAYAKANAHALLI KUMARASWAMY LAYOUT BENGALURU KARNATAKA PIN560111 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9058393,77.5581374
3RD CROSS ROAD GREEN LEAF LAYOUT BLOCK 4 KORAMANGALA BENGALURU KARNATAKA PIN560034 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.9353767,77.628845
