hotspot_name,hotspot_type,violations,avg_severity,avg_vehicle_impact,recurrence_days,latitude,longitude,violations_log,violations_norm,severity_norm,vehicle_norm,recurrence_norm,risk_score,rank,priority,recommendation
4TH MAIN ROAD NAGAPPA BLOCK SRIRAMPURAM BENGALURU KARNATAKA PIN560021 INDIA,ROAD_SEGMENT,339,1.3569321533923304,1.233038348082596,24,12.996299526548672,77.56314324454277,5.8289456176102075,34.736756607353115,8.92330383480826,7.402394586153049,14.666666666666666,29.785188732004308,148,HIGH,High priority enforcement zone
"BTP163 - 16th Main Road, BTM Layout",JUNCTION,306,1.2222222222222223,1.738562091503268,50,12.915033824836602,77.6085400879085,5.726847747587197,32.86731825375746,5.555555555555558,23.460207612456745,32.00000000000001,29.622420539184365,149,HIGH,High priority enforcement zone
DICKENSON ROAD SIVANCHETTI GARDENS BENGALURU KARNATAKA PIN560042 INDIA,ROAD_SEGMENT,250,1.508,2.808,64,12.9798050624,77.613697476,5.5254529391317835,29.179727326965853,12.7,57.430588235294124,41.333333333333336,29.551977940004058,150,HIGH,High priority enforcement zone
BTP180 - Swagath Poornima Theatre,JUNCTION,238,1.4705882352941178,2.957983193277311,79,12.960481449159664,77.58728192941176,5.476463551931511,28.282719002201606,11.764705882352944,62.194760257044,51.33333333333334,29.479050469515446,151,HIGH,High priority enforcement zone
BTP220 - Puttanna Junction,JUNCTION,259,1.1853281853281854,2.455598455598456,86,12.928846537837838,77.58284284401545,5.560681631015528,29.82477376857753,4.633204633204635,46.23665682489214,56.00000000000001,29.434972319427096,152,HIGH,High priority enforcement zone
BTP041 - Gopal Gowda Circle,JUNCTION,288,1.7118055555555556,1.5694444444444444,42,12.977331819791663,77.59037287222222,5.666426688112432,31.76099305890714,17.79513888888889,18.08823529411765,26.66666666666667,29.42605343405382,153,HIGH,High priority enforcement zone
MARATHAHALLI UNDERPASS ASHWATH NAGAR MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,301,1.4817275747508305,1.2491694352159468,55,12.957988094019932,77.70100437275748,5.71042701737487,32.56665044505533,12.043189368770763,7.914793824506544,35.333333333333336,29.420045650813336,154,HIGH,High priority enforcement zone
OLD AIRPORT ROAD MANIPAL HOSPITAL JUNCTION KODIHALLI BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,248,1.7701612903225807,2.1370967741935485,75,12.95964890248966,77.64902232325689,5.517452896464707,29.033244480762853,19.25403225806452,36.119544592030365,48.66666666666667,29.391309373351586,155,HIGH,High priority enforcement zone
DOMLUR INNER RING ROAD HAL STAGE 2 INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,299,1.5117056856187292,1.173913043478261,57,12.96933027133438,77.64138357662121,5.703782474656201,32.44498715278896,12.79264214046823,5.52429667519182,36.66666666666667,29.344802103370917,156,HIGH,High priority enforcement zone
BTP155 - Katriguppe Junction,JUNCTION,302,1.4304635761589404,1.3741721854304636,40,12.926698476490069,77.55074283940397,5.713732805509369,32.627180279087156,10.76158940397351,11.885469419555905,25.333333333333336,29.03884330131154,157,HIGH,High priority enforcement zone
BTP109 - Dewan Madhava Rao Junction,JUNCTION,278,1.4820143884892083,1.7553956834532374,51,12.94087507589928,77.57245704028777,5.631211781821365,31.116199035055693,12.050359712230208,23.99492170969107,32.66666666666667,28.931074618085464,158,HIGH,High priority enforcement zone
"BTP117 - 9th Cross, Kanakapura Road",JUNCTION,240,1.6791666666666667,2.4125,69,12.912369017083334,77.57325361166666,5.484796933490655,28.435305369559714,16.979166666666668,44.86764705882354,44.66666666666667,28.922876648588954,159,HIGH,High priority enforcement zone
PANATHUR MAIN ROAD DARSHAN LAYOUT KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,202,2.9405940594059405,1.935643564356436,71,12.938624558454627,77.69697070460548,5.313205979041787,25.293430702590626,48.51485148514851,29.72044263249856,46.00000000000001,28.872251842212282,160,HIGH,High priority enforcement zone
6TH MAIN ROAD VINAYAKA NAGAR HEBBAL BENGALURU KARNATAKA PIN560024 INDIA,ROAD_SEGMENT,273,1.1318681318681318,1.9267399267399268,75,13.035032866300366,77.58896344688645,5.6131281063880705,30.785082270118714,3.296703296703296,29.437621202327087,48.66666666666667,28.862950539214992,161,HIGH,High priority enforcement zone
SIR CV RAMAN HOSPITAL ROAD THE JUNCTION INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,193,3.098445595854922,2.5803108808290154,45,12.970754586194316,77.64737955619121,5.267858159063328,24.463100413618122,52.461139896373055,50.1981103322158,28.666666666666675,28.759833170475925,162,HIGH,High priority enforcement zone
BELLARY ROAD ESTEEM MALL HEBBAL KEMPAPURA BENGALURU KARNATAKA PIN560024 INDIA,ROAD_SEGMENT,226,1.845132743362832,2.743362831858407,59,13.050138892920357,77.59286849823009,5.424950017481403,27.339492889760685,21.128318584070797,55.377407600208215,38.00000000000001,28.653296550226045,163,HIGH,High priority enforcement zone
ITPL MAIN ROAD PEBBLE CREEK AECS LAYOUT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,237,1.9873417721518989,2.316455696202532,46,12.963521833333331,77.71758905822784,5.472270673671475,28.205946318995757,24.683544303797472,41.816827997021605,29.33333333333334,28.590619552094104,164,HIGH,High priority enforcement zone
ITPL MAIN ROAD SJR BROOKLYN APARTMENT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,208,2.4278846153846154,2.5673076923076925,58,12.97162358330836,77.71200882109129,5.342334251964811,25.826776898393046,35.69711538461539,49.785067873303184,37.33333333333334,28.587053117507804,165,HIGH,High priority enforcement zone
OUTER RING ROAD BELLANDUR CIRCLE BELLANDUR BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,247,1.582995951417004,2.279352226720648,58,12.926177225239565,77.6766319693204,5.5134287461649825,28.959561250062315,14.5748987854251,40.6382472017147,37.33333333333334,28.523717905344764,166,HIGH,High priority enforcement zone
OUTER RING ROAD PRESTIGE SILVER CREST KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,207,2.9420289855072466,1.85024154589372,53,12.934366983284708,77.68996402173946,5.337538079701318,25.738957746261804,48.550724637681164,27.007672634271113,34.0,28.496622292491114,167,HIGH,High priority enforcement zone
GOLF AVENUE ROAD MUNIALLAPPA GARDEN KODIHALLI BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,267,1.0823970037453183,2.217228464419476,58,12.958788228838952,77.64545065543071,5.5909869805108565,30.37967254024554,2.059925093632958,38.66490416391278,37.33333333333334,28.309642416422037,168,HIGH,High priority enforcement zone
OLD MADRAS ROAD GOPALAN GRAND MALL NAGAVARA PALYA CV RAMAN NAGAR BENGALURU KARNATAKA PIN560093 INDIA,ROAD_SEGMENT,260,1.842307692307692,1.1307692307692307,57,12.99402732923077,77.66320036846153,5.564520407322694,29.895062753625634,21.0576923076923,4.153846153846152,36.66666666666667,28.062845074695378,169,HIGH,High priority enforcement zone
14TH MAIN ROAD THE METROPOLITAN COOPERATIVE HOUSING SOCIETY SECTOR 4 HSR LAYOUT BENGALURU KARNATAKA PIN560102 INDIA,ROAD_SEGMENT,268,1.2014925373134329,1.4776119402985075,68,12.911650766791045,77.63806698955224,5.594711379601839,30.447867248942305,5.037313432835822,15.171202809482004,44.00000000000001,27.820585282911527,170,HIGH,High priority enforcement zone
NEELADRI ROAD HIMAGIRI RESIDENCY BETTADASANAPURA BENGALURU KARNATAKA PIN560100 INDIA,ROAD_SEGMENT,240,1.2958333333333334,2.433333333333333,63,12.8416309125,77.64455370083333,5.484796933490655,28.435305369559714,7.395833333333335,45.52941176470588,40.66666666666667,27.797631550549735,171,HIGH,High priority enforcement zone
ITPL MAIN ROAD VIJETHA LAPIS LAZATI BROOKEFIELD BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,237,1.9535864978902957,1.7552742616033756,51,12.965677100843882,77.7182933763713,5.472270673671475,28.205946318995757,23.839662447257393,23.991064780342526,32.66666666666667,27.78160987227281,172,HIGH,High priority enforcement zone
HOSAPALYA MAIN ROAD BKL COLONY BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,223,2.0,2.0762331838565022,54,12.90644212690583,77.6303840161435,5.4116460518550396,27.095893845125996,25.0,34.186230546030075,34.66666666666667,27.619359936735638,173,HIGH,High priority enforcement zone
BTP225 - Geetha Junction,JUNCTION,256,1.28515625,1.640625,67,12.928362390234376,77.58585931132812,5.54907608489522,29.612273223494313,7.12890625,20.34926470588236,43.33333333333334,27.58683910575624,174,HIGH,High priority enforcement zone
ST JOHN ROAD SRI NAGAMMA DEVI CIRCLE SIVANCHETTI GARDENS BENGALURU KARNATAKA PIN560042 INDIA,ROAD_SEGMENT,233,1.5407725321888412,2.1974248927038627,61,12.982215567381974,77.61233328669529,5.455321115357702,27.895595531255204,13.519313304721031,38.03584953294622,39.333333333333336,27.536866898790247,175,MEDIUM,Regular patrol recommended
MIDFORD GARDEN LANE CRAIG PARK LAYOUT ASHOK NAGAR BENGALURU KARNATAKA PIN560001 INDIA,ROAD_SEGMENT,257,1.906614785992218,1.2295719844357975,27,12.971426486381322,77.6181687311284,5.552959584921617,29.68338111138562,22.66536964980545,7.292286564431216,16.666666666666668,27.211189515643937,176,MEDIUM,Regular patrol recommended
DR RAJKUMAR PUNIYA BHOOMI ROAD BLOCK 2 NANDINI LAYOUT BENGALURU KARNATAKA PIN560096 INDIA,ROAD_SEGMENT,170,3.111764705882353,2.7411764705882358,45,13.01846809,77.53180443117647,5.14166355650266,22.152444667415928,52.794117647058826,55.30795847750867,28.666666666666675,27.200098755847392,177,MEDIUM,Regular patrol recommended
OUTER RING ROAD BELLANDUR BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,234,1.4273504273504274,2.111111111111111,61,12.92680604005536,77.67858194547037,5.459585514144159,27.973677773760684,10.683760683760685,35.294117647058826,39.333333333333336,27.17869083640423,178,MEDIUM,Regular patrol recommended
BTP100 - Richmond Circle,JUNCTION,282,1.148936170212766,1.198581560283688,43,12.962778890780143,77.59828950851063,5.645446897643238,31.37684768011839,3.7234042553191515,6.307884856070089,27.333333333333336,27.1558794790968,179,MEDIUM,Regular patrol recommended
HOSUR ROAD KRIMSON SQUARE MUNESHWARA NAGAR HSR LAYOUT BENGALURU KARNATAKA PIN560102 INDIA,ROAD_SEGMENT,204,1.7009803921568627,2.4950980392156863,80,12.91226537821322,77.62579092606842,5.3230099791384085,25.472944474965587,17.524509803921568,47.491349480968864,52.0,27.105374034413074,180,MEDIUM,Regular patrol recommended
BTP098 - Nayandahalli Junction,JUNCTION,159,2.911949685534591,3.2138364779874213,52,12.944968452830189,77.52777250314465,5.075173815233827,20.935000342469724,47.79874213836478,70.32186459489458,33.333333333333336,26.710634384223656,181,MEDIUM,Regular patrol recommended
"BTP197 - 9th Cross, 24th Main, JP Nagar",JUNCTION,202,1.935643564356436,2.3069306930693068,61,12.911649257920793,77.58617407673268,5.313205979041787,25.293430702590626,23.3910891089109,41.51426907396622,39.333333333333336,26.61623359332857,182,MEDIUM,Regular patrol recommended
12TH MAIN ROAD THE JUNCTION INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,172,2.9011627906976742,2.5872093023255816,44,12.970410125265271,77.64653738131663,5.153291594497779,22.36535704453255,47.529069767441854,50.41723666210671,28.000000000000004,26.566054445475565,183,MEDIUM,Regular patrol recommended
OUTER RING ROAD SHILPITHA TECH PARK KARIYAMMANA AGRAHARA BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,203,1.9064039408866995,2.2758620689655173,61,12.930731785021,77.68561474857255,5.318119993844216,25.38340758202725,22.660098522167488,40.52738336713996,39.333333333333336,26.565771752862215,184,MEDIUM,Regular patrol recommended
BELLARY ROAD HGH LAYOUT GANGA NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,206,1.7378640776699028,2.320388349514563,64,13.024101518446605,77.58491351650486,5.332718793265369,25.650715367666677,18.44660194174757,41.94174757281553,41.333333333333336,26.528986533615544,185,MEDIUM,Regular patrol recommended
BRIGADE ROAD ST PATRICKS COMPLEX ASHOK NAGAR BENGALURU KARNATAKA PIN560025 INDIA,ROAD_SEGMENT,241,1.4813278008298756,1.6348547717842323,43,12.970196158590936,77.6066819593473,5.488937726156687,28.511124352095017,12.03319502074689,20.16597510373444,27.333333333333336,26.387184405604092,186,MEDIUM,Regular patrol recommended
MUMBAI BENGALURU HIGHWAY GORGUNTEPALYA JUNCTION YESHWANTHPUR BENGALURU KARNATAKA PIN560022 INDIA,ROAD_SEGMENT,176,2.6420454545454546,2.2045454545454546,62,13.030476828977273,77.53680760397728,5.176149732573829,22.783895452841374,41.05113636363637,38.2620320855615,40.00000000000001,26.245331602914813,187,MEDIUM,Regular patrol recommended
AYYAPPA TEMPLE ROAD FORTUNA ACACIA BYATARAYANAPURA BENGALURU KARNATAKA PIN560092 INDIA,ROAD_SEGMENT,237,1.780590717299578,1.2784810126582278,37,13.070339199156118,77.58760272025316,5.472270673671475,28.205946318995757,19.514767932489452,8.845867460908414,23.333333333333332,26.12519388815764,188,MEDIUM,Regular patrol recommended
SHRI RAMALINGESHWARA CAVE TEMPLE ROAD ROYAL MEENAKSHI MALL HULIMAVU BENGALURU KARNATAKA PIN560076 INDIA,ROAD_SEGMENT,247,1.6072874493927125,1.3157894736842106,29,12.876290856275304,77.59626138137652,5.5134287461649825,28.959561250062315,15.182186234817813,10.030959752321984,18.000000000000004,26.087415611147733,189,MEDIUM,Regular patrol recommended
OUTER RING ROAD VASWANI MELROSE CHANDANA KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,187,2.262032085561497,2.379679144385027,48,12.932838835078018,77.68841676398814,5.236441962829949,23.887861751444962,31.550802139037426,43.82510223340674,30.66666666666667,25.989958060063383,190,MEDIUM,Regular patrol recommended
BTP037 - KR Circle,JUNCTION,197,1.6395939086294415,2.49746192893401,64,12.976498707614212,77.58648587005077,5.288267030694535,24.836792121117902,15.989847715736039,47.56643774260974,41.333333333333336,25.91340702226508,191,MEDIUM,Regular patrol recommended
BTP078 - NR Square Junction,JUNCTION,205,1.6829268292682926,2.1707317073170733,57,12.965887268780488,77.58540834780489,5.327876168789581,25.5620456635381,17.073170731707314,37.18794835007175,36.66666666666667,25.849684354838132,192,MEDIUM,Regular patrol recommended
"BTP188 - 27th Cross, 4th Main, Jayanagar",JUNCTION,256,1.21484375,1.2734375,31,12.929678117578124,77.58056281445313,5.54907608489522,29.612273223494313,5.37109375,8.685661764705882,19.333333333333336,25.627877708697415,193,MEDIUM,Regular patrol recommended
OUTER RING ROAD SALARPURIA SATTVA EMINENCE KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,149,3.476510067114094,2.563758389261745,35,12.943847944056124,77.69795013887014,5.0106352940962555,19.75328336177533,61.91275167785235,49.67232530596132,22.0,25.57751812250357,194,MEDIUM,Regular patrol recommended
QUEENS ROAD RAJIV GANDHI COLONY SHIVAJI NAGAR BENGALURU KARNATAKA PIN560051 INDIA,ROAD_SEGMENT,202,1.7524752475247525,2.0247524752475248,57,12.988918235643563,77.59900880198019,5.313205979041787,25.293430702590626,18.81188118811881,32.55096097845079,36.66666666666667,25.576814063140255,195,MEDIUM,Regular patrol recommended
PIPELINE ROAD DR RAJKUMAR ROAD 17TH CROSS JUNCTION RAJAJI NAGAR BENGALURU KARNATAKA PIN560010 INDIA,ROAD_SEGMENT,237,1.751054852320675,1.0675105485232068,29,13.008943419409285,77.5554476721519,5.472270673671475,28.205946318995757,18.776371308016877,2.1444527177959802,18.000000000000004,25.449616821888092,196,MEDIUM,Regular patrol recommended
BTP207 - 8th Main Road Basaveshwara Nagar,JUNCTION,201,2.044776119402985,2.029850746268657,32,12.991908099004974,77.53847755970149,5.308267697401205,25.203009491083648,26.119402985074625,32.712906057945574,20.0,25.40999319427166,197,MEDIUM,Regular patrol recommended
MUMBAI BENGALURU HIGHWAY WTC ANNEXE MALLESHWARAM WEST BENGALURU KARNATAKA PIN560055 INDIA,ROAD_SEGMENT,139,3.726618705035971,2.525179856115108,37,13.015360015619436,77.55518152011204,4.941642422609304,18.490006076428088,68.16546762589928,48.4468895471858,23.333333333333332,25.197562767758356,198,MEDIUM,Regular patrol recommended
RAILWAY LINE ROAD NGEF LAYOUT BENAIGANAHALLI BENGALURU KARNATAKA PIN560038 INDIA,ROAD_SEGMENT,128,4.96875,1.984375,4,12.99161359609375,77.652420359375,4.859812404361672,16.991677320371977,99.21875,31.268382352941178,1.3333333333333335,25.14530264061131,199,MEDIUM,Regular patrol recommended
KODIGEHALLI MAIN ROAD ARYAV GREENFIELDS KADUGODI KR PURAM BENGALURU KARNATAKA PIN560067 INDIA,ROAD_SEGMENT,128,5.0,1.2265625,36,13.00346208828125,77.72350646796875,4.859812404361672,16.991677320371977,100.0,7.196691176470588,22.666666666666668,25.086509748454446,200,MEDIUM,Regular patrol recommended
BTP034 - LRDE Junction,JUNCTION,192,1.6770833333333333,2.1666666666666665,60,12.988384140474446,77.59182173529831,5.262690188904886,24.368473546061985,16.927083333333332,37.05882352941176,38.66666666666667,24.973761679986843,201,MEDIUM,Regular patrol recommended
ROBERTSON ROAD SRI RAMAKRISHNAPPA CIRCLE FRAZER TOWN BENGALURU KARNATAKA PIN560005 INDIA,ROAD_SEGMENT,212,1.4858490566037736,1.259433962264151,62,12.999928373584906,77.6110361254717,5.3612921657094255,26.173901192468453,12.146226415094342,8.240843507214212,40.00000000000001,24.56578577084491,202,MEDIUM,Regular patrol recommended
PANATHUR MAIN ROAD MARIYAPPA LAYOUT KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,151,3.1125827814569536,2.1125827814569536,46,12.936039194954002,77.69747334933776,5.0238805208462765,19.995806882422528,52.81456953642384,35.34086482275029,29.33333333333334,24.51181236738459,203,MEDIUM,Regular patrol recommended
MARATHAHALLI UNDERPASS MARATHAHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,198,1.696969696969697,1.5505050505050506,60,12.957375212817492,77.70101846602428,5.293304824724492,24.92903543016043,17.424242424242426,17.486631016042786,38.66666666666667,24.49331747068806,204,MEDIUM,Regular patrol recommended
HOSUR ROAD OZONE MANAY TECH PARK GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,163,2.128834355828221,2.6932515337423317,57,12.891529695051236,77.63830211920536,5.099866427824199,21.38712845264985,28.220858895705526,53.78563695416818,36.66666666666667,24.454403832732176,205,MEDIUM,Regular patrol recommended
"BTP177 - Aurobindo Circle, ORR",JUNCTION,169,1.8461538461538465,2.455621301775148,72,12.916611210650888,77.58522310177514,5.135798437050262,22.045052816339485,21.15384615384616,46.23738252697528,46.66666666666667,24.396629328138303,206,MEDIUM,Regular patrol recommended
7TH CROSS ROAD MICO LAYOUT BTM LAYOUT STAGE 2 BENGALURU KARNATAKA PIN560076 INDIA,ROAD_SEGMENT,236,1.0296610169491525,1.4533898305084745,31,12.913605550423728,77.60532411440677,5.4680601411351315,28.1288503814338,0.7415254237288116,14.401794616151541,19.333333333333336,24.263989244994168,207,MEDIUM,Regular patrol recommended
80 FEET RING ROAD DR RAJKUMAR ROAD 17TH CROSS JUNCTION RAJAJI NAGAR BENGALURU KARNATAKA PIN560010 INDIA,ROAD_SEGMENT,175,1.6285714285714286,2.8057142857142856,51,13.009145078857143,77.55441973771428,5.170483995038151,22.680154336124502,15.714285714285714,57.35798319327732,32.66666666666667,24.216784533325377,208,MEDIUM,Regular patrol recommended
OUTER RING ROAD BELLANDUR AMANIKERE KADUBISANAHALLI BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,150,2.873333333333333,2.4466666666666668,37,12.944771324168563,77.69780928609639,5.017279836814924,19.874946654041715,46.83333333333333,45.9529411764706,23.333333333333332,24.047604382056903,209,MEDIUM,Regular patrol recommended
ITPL MAIN ROAD EMBASSY PARAGON THUBARAHALLI BENGALURU KARNATAKA PIN560066 INDIA,ROAD_SEGMENT,168,2.095238095238096,2.4285714285714284,46,12.95851716904762,77.71578705357143,5.1298987149230735,21.937027381356,27.380952380952394,45.378151260504204,29.33333333333334,24.02329137287192,210,MEDIUM,Regular patrol recommended
BTP214 - 5th Main Chamrajpet  Junction,JUNCTION,171,2.333333333333333,1.8771929824561404,43,12.966109929586068,77.54990258726592,5.147494476813453,22.259210323382096,33.33333333333333,27.863777089783287,27.333333333333336,23.90055711319484,211,MEDIUM,Regular patrol recommended
BTP184 - Lalbagh West Gate,JUNCTION,198,1.4848484848484849,1.676767676767677,45,12.948431843434344,77.58017148585859,5.293304824724492,24.92903543016043,12.121212121212121,21.497326203208562,28.666666666666675,23.663549199743315,212,MEDIUM,Regular patrol recommended
12TH MAIN ROAD KITTUR RANI CHENNAMMA CIRCLE INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,178,1.3876404494382022,2.724719101123596,45,12.970027878085814,77.63857158289811,5.187385805840755,22.989630854610954,9.691011235955054,54.78519497686718,28.666666666666675,23.533398889460962,213,MEDIUM,Regular patrol recommended
SIDDAVANAHALLI KRISHNA SHARMA ROAD MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,174,1.8505747126436785,2.333333333333333,35,12.99981528045977,77.56937729310344,5.1647859739235145,22.575822098743835,21.264367816091962,42.35294117647059,22.0,23.404741519427795,214,MEDIUM,Regular patrol recommended
BTP119 - Minerva Circle,JUNCTION,169,2.0236686390532546,1.881656804733728,55,12.955121484615384,77.58028918816568,5.135798437050262,22.045052816339485,25.591715976331365,28.005569091541954,35.333333333333336,23.36215897194849,215,MEDIUM,Regular patrol recommended
BTP052 - CID Carlton House Junction,JUNCTION,179,1.3519553072625698,2.547486033519553,45,12.980890437209254,77.58764691168417,5.19295685089021,23.09163812746312,8.798882681564246,49.15543871179758,28.666666666666675,23.244304039050135,216,MEDIUM,Regular patrol recommended
CHINMAYA MISSION HOSPITAL ROAD KFC CIRCLE INDIRANAGAR BENGALURU KARNATAKA PIN560038 INDIA,ROAD_SEGMENT,168,2.4345238095238093,1.5654761904761905,36,12.978182914285716,77.63967562142857,5.1298987149230735,21.937027381356,35.863095238095234,17.96218487394958,22.666666666666668,23.167374005925137,217,MEDIUM,Regular patrol recommended
BTP047 - Vidhan Soudha Metro Station,JUNCTION,189,1.417989417989418,1.809523809523809,49,12.979841192592591,77.59251356560847,5.247024072160486,24.081622904738264,10.449735449735448,25.714285714285705,31.333333333333336,23.16265282114511,218,MEDIUM,Regular patrol recommended
OLD MADRAS ROAD LIDO MALL SOMESHWARPURA HALASURU BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,184,1.1630434782608696,2.190217391304348,60,12.973368548913042,77.622270825,5.220355825078324,23.593320417063225,4.07608695652174,37.80690537084401,38.66666666666667,23.10594363117829,219,MEDIUM,Regular patrol recommended
MUMBAI BENGALURU HIGHWAY GODREJ TIARA YESHWANTHPUR SUBURB STAGE 2 YESHWANTHPUR BENGALURU KARNATAKA PIN560022 INDIA,ROAD_SEGMENT,127,3.3858267716535435,2.5118110236220472,37,13.029202177952756,77.53895183858268,4.852030263919617,16.849184320153988,59.645669291338585,48.02223251505327,23.333333333333332,23.011692677676383,220,MEDIUM,Regular patrol recommended
OUTER RING ROAD CITILIGHTS LIBERY APARTMENT KARIYAMMANA AGRAHARA BENGALURU KARNATAKA PIN560103 INDIA,ROAD_SEGMENT,186,1.446236559139785,2.150537634408602,27,12.92761550107527,77.67972027956989,5.231108616854587,23.790206809994263,11.155913978494624,36.546489563567356,16.666666666666668,22.808414657356575,221,MEDIUM,Regular patrol recommended
PADMABHUSHAN DR RK SRIKANTAN ROAD SESHADRIPURAM POLICE STATION JUNCTION SESHADRIPURAM BENGALURU KARNATAKA PIN560020 INDIA,ROAD_SEGMENT,166,1.216867469879518,2.8734939759036147,59,12.98728242891566,77.57435659879519,5.117993812416755,21.719045543575135,5.421686746987953,59.51098511693835,38.00000000000001,22.792954365405823,222,MEDIUM,Regular patrol recommended
80 FEET ROAD KGE LAYOUT RMV STAGE 2 BENGALURU KARNATAKA PIN560094 INDIA,ROAD_SEGMENT,164,1.7926829268292683,2.115853658536585,54,13.02818452682927,77.57267017012195,5.10594547390058,21.498437355430113,19.817073170731707,35.44476327116211,34.66666666666667,22.686028698308704,223,MEDIUM,Regular patrol recommended
BTP009 - Prakash Nagar Junction,JUNCTION,178,1.9606741573033708,1.6235955056179776,29,12.99251078483146,77.5575310719101,5.187385805840755,22.989630854610954,24.01685393258427,19.808327825512233,18.000000000000004,22.6838064682228,224,MEDIUM,Regular patrol recommended
BTP120 - Lalbagh Main Gate Junction,JUNCTION,163,1.5337423312883436,2.552147239263804,55,12.954161373619632,77.58463449325154,5.099866427824199,21.38712845264985,13.34355828220859,49.30350054132084,35.333333333333336,22.675900284073446,225,MEDIUM,Regular patrol recommended
"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",JUNCTION,161,1.8012422360248448,2.260869565217391,53,12.917297671428573,77.5783653173913,5.087596335232384,21.162459890140774,20.03105590062112,40.05115089514067,34.0,22.635631046931763,226,MEDIUM,Regular patrol recommended
BTP216 - Yediyur Junction,JUNCTION,158,1.6329113924050631,2.835443037974684,44,12.93802209089189,77.57687954027875,5.0689042022202315,20.820202109879993,15.822784810126578,58.30230826507821,28.000000000000004,22.553555582170564,227,MEDIUM,Regular patrol recommended
OUTER RING ROAD DODDANEKUNDI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,131,2.854961832061069,2.4580152671755724,45,12.97913613704766,77.69519119276174,4.882801922586371,17.412621333114387,46.37404580152672,46.3134261338123,28.666666666666675,22.31650628666813,228,MEDIUM,Regular patrol recommended
GNANA BHARATHI ROAD MANASA LAYOUT NAGARBHAVI BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,164,2.256097560975609,1.3841463414634143,39,12.956744285365854,77.51858490792682,5.10594547390058,21.498437355430113,31.402439024390226,12.202295552367282,24.666666666666668,22.18244189773481,229,MEDIUM,Regular patrol recommended
BTP075 - Police Corner,JUNCTION,152,1.6842105263157894,2.6907894736842106,50,12.96872643839462,77.58633180090612,5.030437921392435,20.115874579017134,17.105263157894733,53.707430340557295,32.00000000000001,22.088597496031046,230,MEDIUM,Regular patrol recommended
ITPL MAIN ROAD MS RAMAIAH SILICON FIELD APARTMENT AECS LAYOUT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,156,1.9871794871794872,2.2051282051282053,39,12.962268080128204,77.71682918910257,5.056245805348308,20.58842359577312,24.679487179487182,38.28054298642535,24.666666666666668,22.086048077221815,231,MEDIUM,Regular patrol recommended
12TH MAIN ROAD OLD THIPPASANDRA INDIRANAGAR BENGALURU KARNATAKA PIN560008 INDIA,ROAD_SEGMENT,132,2.3181818181818183,2.727272727272727,55,12.970382449508978,77.64520430918947,4.890349128221754,17.550812616380906,32.95454545454546,54.8663101604278,35.333333333333336,21.846086813247325,232,MEDIUM,Regular patrol recommended
BEGUR MAIN ROAD VIVEKANANDA CIRCLE BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,117,3.940170940170941,1.5213675213675213,32,12.906758825641026,77.62835014957265,4.770684624465665,15.35972466483788,73.50427350427353,16.56108597285068,20.0,21.466261380940193,233,MEDIUM,Regular patrol recommended
